number,type,name,Lng,Lat
918,跨区常规公交线路,深青公园站点,117.9605119,24.58682736
919,跨区常规公交线路,深青站点,117.9688274,24.58880938
920,岛内常规公交线路,渔港东路站点,118.1022487,24.54753017
921,跨区常规公交线路,港头站点,118.0740415,24.62841931
922,岛内常规公交线路,湖东社区站点,118.1068526,24.47384464
923,岛内常规公交线路,湖东站点,118.1074552,24.47530424
924,岛内常规公交线路,湖中汇文路口站点,118.1107623,24.47301305
925,跨区常规公交线路,湖光路口站点,118.110242,24.48174811
926,岛内常规公交线路,湖光路站点,118.110242,24.48174811
927,跨区常规公交线路,湖厝站点,118.2257455,24.69696659
928,跨区常规公交线路,湖头站点,117.9393366,24.53159858
929,岛内常规公交线路,湖明丽景站点,118.1105083,24.48250342
930,岛内常规公交线路,湖明站点,118.1115495,24.4838234
931,轨道交通线路,湖滨东路[地铁]站点,118.1165209,24.47799967
932,岛内常规公交线路,湖滨中学站点,118.1011669,24.47697256
933,轨道交通线路,湖滨中路[地铁]站点,118.0927442,24.47897551
934,岛内常规公交线路,湖滨中路站点,118.0888642,24.4883274
935,岛内常规公交线路,湖滨四里站点,118.104588,24.47773409
936,岛内常规公交线路,湖滨社区站点,118.0955243,24.47069425
937,岛内常规公交线路,湖滨西路站点,118.0730587,24.4804608
938,岛内常规公交线路,湖边下湖站点,118.1637183,24.50294819
939,岛内常规公交线路,湖边公园站点,118.1498648,24.49305526
940,岛内常规公交线路,湖边站点,118.1637744,24.50408145
941,岛内常规公交线路,湖边花园A区站点,118.1709022,24.50585314
942,岛内常规公交线路,湖边花园B区站点,118.1705332,24.50677257
943,跨区常规公交线路,湖里万达广场北站点,118.1729231,24.50754816
944,定制公交线路,湖里万达广场站点,118.1729231,24.50754816
945,岛内常规公交线路,湖里中学站点,118.0938278,24.50605958
946,岛内常规公交线路,湖里中心小学站点,118.0983276,24.50565509
947,轨道交通线路,湖里公园[地铁]站点,118.1014179,24.50713918
948,岛内常规公交线路,湖里公园东门站点,118.1025349,24.50762866
949,岛内常规公交线路,湖里公园站点,118.1014179,24.50713918
950,跨区常规公交线路,湖里公安分局站点,118.140394,24.52018988
951,轨道交通线路,湖里创新园[地铁]站点,118.1536441,24.53418037
952,岛内常规公交线路,湖里创新园南门站点,118.1502381,24.5292987
953,定制公交线路,湖里创新园站点,118.1536441,24.53418037
954,岛内常规公交线路,湖里区政府站点,118.1418636,24.51559869
955,岛内常规公交线路,湖里妇幼站点,118.093389,24.51426866
956,岛内常规公交线路,湖里市场站点,118.0915836,24.50861097
957,岛内常规公交线路,湖里派出所站点,118.0926831,24.50883195
958,岛内常规公交线路,湖里竹坑站点,118.093389,24.51426866
959,岛内常规公交线路,湖里老年活动中心站点,118.1342061,24.51355048
960,轨道交通线路,湿地公园[地铁]站点,118.1700742,24.51765013
961,漳州城际公交线路,溪东果蔬市场站点,118.2559511,24.61241039
962,漳州城际公交线路,溪东桥头站点,118.1556255,24.8199542
963,岛内常规公交线路,溪头下公交场站站点,118.0675802,24.4667071
964,差异化公交线路,溪头下站点,118.1363215,24.43055357
965,岛内常规公交线路,滨北东渡站点,118.0791977,24.49090674
966,跨区常规公交线路,滨北中行站点,118.128968,24.49522758
967,岛内常规公交线路,滨北小学站点,118.0868491,24.48358714
968,跨区常规公交线路,滨南中山医院站点,118.0928146,24.47379365
969,岛内常规公交线路,滨南公交综合楼站点,118.0988502,24.47438245
970,跨区常规公交线路,滨南美湖路口站点,118.0843259,24.46932963
971,定制公交线路,滨水小区站点,118.0858028,24.59645719
972,跨区常规公交线路,滨洲七里站点,118.2701289,24.70549551
973,差异化公交线路,滨海街道站点,118.1188949,24.43063115
974,跨区常规公交线路,滨海西卿朴站点,118.0444846,24.49313107
975,跨区常规公交线路,滨海西瑶头站点,118.0444846,24.49313107
976,跨区常规公交线路,滨湖北路站点,118.0292904,24.48991311
977,空港快线,漳州万达嘉华酒店站点,118.1043848,24.57506539
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
984,空港快线,漳州融信皇冠酒店站点,118.1431719,24.73350288
985,差异化公交线路,潘宅站点,118.1624544,24.47127789
986,跨区常规公交线路,潘涂站点,118.1360044,24.64657199
987,岛内常规公交线路,濠头站点,118.0823397,24.4990872
988,跨区常规公交线路,灌南工业区站点,117.9830754,24.58528512
989,跨区常规公交线路,灌口中学站点,117.9968367,24.60734361
990,跨区常规公交线路,灌口站点,117.9866874,24.61031152
991,跨区常规公交线路,灌口西路口站点,117.9866874,24.61031152
992,跨区常规公交线路,灌口西路站点,117.9643437,24.60196818
993,跨区常规公交线路,灌口邮局站点,117.9917402,24.60849616
994,跨区常规公交线路,火炬三路口站点,118.1180696,24.51494856
995,岛内常规公交线路,火炬东路站点,118.1263513,24.51927945
996,跨区常规公交线路,火炬二期站点,118.212051,24.67537225
997,跨区常规公交线路,火炬公寓站点,118.116598,24.51987076
998,跨区常规公交线路,火炬北路站点,118.1152427,24.52395401
999,轨道交通线路,火炬园[地铁]站点,118.1184218,24.5196075
1000,跨区常规公交线路,火炬塔埔光电园站点,118.1227902,24.51680886
1001,跨区常规公交线路,火炬外口公寓站点,118.0898621,24.50697193
1002,岛内常规公交线路,火炬新科广场站点,118.1227902,24.51680886
1003,跨区常规公交线路,火炬洪塘工业园站点,118.1912443,24.71726596
1004,空港快线,火车站(东南亚酒店)站点,118.1098142,24.47182618
1005,岛内常规公交线路,火车站(湖东)站点,118.1112251,24.47020891
1006,岛内常规公交线路,火车站南广场站点,118.11189,24.46948229
1007,岛内常规公交线路,火车站站点,118.1112251,24.47020891
,,,,
,,,,
,,,,
1011,跨区常规公交线路,烧灰站点,118.1375416,24.71726572
1012,岛内常规公交线路,特区纪念馆站点,118.0916144,24.51168037
1013,跨区常规公交线路,特房银溪墅府站点,118.187283,24.66334684
1014,岛内常规公交线路,环岛东路站点,118.1916585,24.48665761
1015,岛内常规公交线路,珍珠湾站点,118.120708,24.42862664
,,,,
1017,跨区常规公交线路,珩山一里站点,118.0746206,24.63833099
1018,跨区常规公交线路,理工学院东区站点,118.0884351,24.62693759
1019,岛内常规公交线路,理工学院思明校区站点,118.085666,24.44142396
1020,跨区常规公交线路,理工学院西门站点,118.0835465,24.62694415
1021,跨区常规公交线路,理工学院集美校区站点,118.0827505,24.62677351
1022,岛内常规公交线路,瑞景商业广场站点,118.1544259,24.47824815
1023,跨区常规公交线路,生物医药园站点,117.9520477,24.52708968
1024,跨区常规公交线路,田厝堀站点,117.9920476,24.49219127
1025,跨区常规公交线路,田厝站点,118.0619296,24.630478
1026,岛内常规公交线路,田里站点,118.1633207,24.51171063
1027,岛内常规公交线路,电化宿舍站点,118.105505,24.46234091
1028,跨区常规公交线路,白泉市场站点,118.0380347,24.56720564
1029,跨区常规公交线路,白礁站点,118.1405646,24.74039915
1030,岛内常规公交线路,白鹭洲公园站点,118.088828,24.47650252
1031,岛内常规公交线路,白鹭洲站点,118.0901633,24.47754647
1032,岛内常规公交线路,白鹿路站点,118.0844591,24.45141334
1033,跨区常规公交线路,百果山站点,118.1279525,24.50285434
1034,岛内常规公交线路,眼科中心五缘院区站点,118.0758867,24.46258038
1035,岛内常规公交线路,眼科医院站点,118.0758867,24.46258038
1036,跨区常规公交线路,石亭路口站点,118.0877965,24.48090846
1037,跨区常规公交线路,石囷路站点,117.9834317,24.48173864
,,,,
1039,跨区常规公交线路,石塘2站点,118.0344212,24.4986736
1040,跨区常规公交线路,石塘站点,118.0344212,24.4986736
1041,跨区常规公交线路,石头皮山站点,118.1111299,24.51328433
1042,跨区常规公交线路,石室禅院站点,118.0174329,24.51812815
1043,岛内常规公交线路,石村(侨福城)站点,118.1607043,24.48050314
1044,岛内常规公交线路,石村站点,118.1623793,24.48430589
1045,岛内常规公交线路,石泉干休所站点,118.0839621,24.45144954
1046,跨区常规公交线路,石浔南路口站点,118.177453,24.68161591
1047,岛内常规公交线路,石湖山物流园站点,118.0888251,24.53085507
1048,定制公交线路,石笔路口站点,117.9938318,24.61433701
1049,漳州城际公交线路,石门小学站点,118.1327857,24.75797698
1050,漳州城际公交线路,石门社站点,118.1327857,24.75797698
1051,跨区常规公交线路,石鼓路站点,118.094826,24.57962707
1052,跨区常规公交线路,碗头崎站点,118.0525206,24.62845492
1053,跨区常规公交线路,碗瑶站点,118.0426363,24.66864555
1054,跨区常规公交线路,磁窑站点,118.1093323,24.61522531
,,,,
1056,岛内常规公交线路,神山社区站点,118.1067987,24.52790128
1057,跨区常规公交线路,祥丰建材城站点,118.1291316,24.50521022
,,,,
1059,跨区常规公交线路,祥店站点,118.1439042,24.50242732
1060,岛内常规公交线路,祥店邮局站点,118.1385892,24.50383986
1061,跨区常规公交线路,祥桥站点,118.1324074,24.72370372
1062,跨区常规公交线路,祥桥路站点,118.1359181,24.73167843
,,,,
1064,跨区常规公交线路,福泽园站点,118.1126841,24.62181997
1065,跨区常规公交线路,福泽路口站点,118.1176464,24.61989433
1066,跨区常规公交线路,禹洲大学城站点,118.1230398,24.62460821
1067,岛内常规公交线路,禹洲新村站点,118.1123269,24.50650934
1068,跨区常规公交线路,禹洲花园站点,118.1390755,24.48555992
1069,岛内常规公交线路,禾山岭下社区站点,118.1640952,24.50380202
1070,岛内常规公交线路,禾山派出所站点,118.1471363,24.52148733
1071,跨区常规公交线路,禾山街道站点,118.146689,24.52505299
1072,跨区常规公交线路,禾山路站点,118.1284343,24.50468523
1073,岛内常规公交线路,禾盛社区站点,118.1444354,24.51667611
1074,岛内常规公交线路,禾缘社区站点,118.16268,24.54137089
1075,差异化公交线路,科技中学站点,118.1149708,24.43276786
1076,跨区常规公交线路,科技中学翔安校区站点,118.3023956,24.60692625
1077,岛内常规公交线路,穆厝公园站点,118.0806685,24.46334132
1078,岛内常规公交线路,穆厝村口站点,118.1543494,24.51087184
1079,跨区常规公交线路,穆厝站点,118.1513632,24.51108547
1080,定制公交线路,穆厝里站点,118.1564803,24.51575838
1081,岛内常规公交线路,空港新元宿站点,118.1237758,24.53128873
1082,跨区常规公交线路,窗东站点,118.2178847,24.62754242
,,,,
1084,跨区常规公交线路,第一医院同民分院站点,118.2435519,24.66247228
1085,跨区常规公交线路,第一医院杏林分院站点,118.0429762,24.56378838
1086,岛内常规公交线路,第一医院站点,118.0429762,24.56378838
1087,轮渡线路,第一码头(轮渡)站点,118.0673316,24.46470703
1088,岛内常规公交线路,第一码头站点,118.0682364,24.45700762
1089,跨区常规公交线路,第三医院站点,118.1422787,24.70853072
1090,跨区常规公交线路,第二医院总站站点,118.0993875,24.58756634
1091,跨区常规公交线路,第二医院西门站点,118.0993875,24.58756634
1092,岛内常规公交线路,第二福利院站点,118.151612,24.50731641
1093,岛内常规公交线路,筼筜官任站点,118.0544884,24.59240013
1094,岛内常规公交线路,筼筜街道站点,118.1112878,24.48942107
1095,岛内常规公交线路,紫金矿业站点,118.1268884,24.53218065
1096,岛内常规公交线路,红星美凯龙总站站点,118.1607135,24.53553859
1097,跨区常规公交线路,红林路站点,118.1156313,24.5926763
1098,岛内常规公交线路,绥德路口站点,118.1794219,24.51076164
1099,岛内常规公交线路,绿家园小区站点,118.1092722,24.47674063
1100,跨区常规公交线路,缉仔亭站点,118.2166374,24.74725998
1101,岛内常规公交线路,美仁宫站点,118.0863763,24.46606735
1102,跨区常规公交线路,美安站点,118.191518,24.74386183
1103,跨区常规公交线路,美峰站点,118.1334204,24.61293647
,,,,
1105,跨区常规公交线路,美溪路站点,118.1542768,24.6574389
1106,跨区常规公交线路,美禾三路1站点,118.1219034,24.65867126
1107,跨区常规公交线路,美禾三路2站点,118.1219034,24.65867126
1108,轨道交通线路,翁角路[地铁]站点,117.9931104,24.52181006
1109,跨区常规公交线路,翔安一中站点,118.238969,24.66741357
1110,跨区常规公交线路,翔安人力资源站点,118.235101,24.61199375
1111,跨区常规公交线路,翔安人才市场站点,118.2381301,24.6427724
1112,跨区常规公交线路,翔安体育场站点,118.2337487,24.62766566
1113,跨区常规公交线路,翔安公路分局站点,118.255083,24.65749744
1114,轨道交通线路,翔安市民公园[地铁]站点,118.2488095,24.58160783
1115,跨区常规公交线路,翔安文化中心站点,118.2432231,24.62884004
1116,跨区常规公交线路,翔安文教园站点,118.2442785,24.6018862
1117,跨区常规公交线路,翔安新城CBD站点,118.2382728,24.57739995
1118,跨区常规公交线路,翔安新城公交场站站点,118.2382728,24.57739995
1119,跨区常规公交线路,翔安火炬实验学校站点,118.1803112,24.67874321
1120,跨区常规公交线路,翔安肖厝站点,118.2255364,24.56660689
1121,跨区常规公交线路,翔安金海小学站点,118.2384898,24.57919612
1122,岛内常规公交线路,翔鹭花城站点,118.1003716,24.52720736
1123,岛内常规公交线路,翰林苑西门站点,118.1486643,24.51706745
1124,空港快线,老院子景区站点,118.0715229,24.62759859
1125,跨区常规公交线路,老院子景区西站点,118.0715229,24.62759859
1126,跨区常规公交线路,联检大楼站点,118.0863032,24.50907802
1127,跨区常规公交线路,联通大厦站点,118.1404814,24.53061625
1128,跨区常规公交线路,育成中心站点,118.2371761,24.64716817
1129,跨区常规公交线路,育才小学站点,118.0401394,24.49879229
1130,轨道交通线路,育秀东路[地铁]站点,118.1165209,24.47799967
1131,岛内常规公交线路,胡里山公交场站站点,118.0675802,24.4667071
1132,差异化公交线路,胡里山站点,118.1013262,24.4323793
1133,岛内常规公交线路,自贸区象屿园区站点,118.0868699,24.5147336
1134,跨区常规公交线路,舜弘现代城站点,118.1347194,24.69231146
1135,跨区常规公交线路,航天路口站点,117.9812269,24.59346608
1136,跨区常规公交线路,芦坑站点,118.0142166,24.48773812
1137,岛内常规公交线路,花屿路口站点,118.1492035,24.54621066
1138,跨区常规公交线路,苏厝路口站点,118.1842022,24.71309403
,,,,
1140,跨区常规公交线路,英埭头站点,118.0799185,24.61703074
1141,岛内常规公交线路,茂后站点,118.1521563,24.45111024
1142,跨区常规公交线路,茂林社区站点,118.2456719,24.61956486
1143,跨区常规公交线路,荣坪新村站点,118.0244106,24.56665277
1144,岛内常规公交线路,莲兴里站点,118.1143921,24.48666614
1145,岛内常规公交线路,莲前小学站点,118.1523707,24.48199003
1146,岛内常规公交线路,莲前社区医院站点,118.1627159,24.47288466
1147,跨区常规公交线路,莲前站点,118.1501957,24.47738539
1148,轨道交通线路,莲坂[地铁]站点,118.1132121,24.47864487
1149,岛内常规公交线路,莲坂北站点,118.1158896,24.48188472
1150,岛内常规公交线路,莲坂国贸站点,118.1140111,24.47992275
1151,跨区常规公交线路,莲坂外图书城站点,118.1133682,24.47947214
1152,跨区常规公交线路,莲山头站点,118.1834622,24.50364098
1153,岛内常规公交线路,莲景二里站点,118.1138118,24.48031964
1154,岛内常规公交线路,莲花三村站点,118.1302726,24.49387215
1155,岛内常规公交线路,莲花中学站点,118.124369,24.48766461
1156,岛内常规公交线路,莲花二村2站点,118.12778,24.49052632
1157,岛内常规公交线路,莲花二村站点,118.12778,24.49052632
1158,岛内常规公交线路,莲花五村站点,118.1308531,24.48938927
1159,岛内常规公交线路,莲花南路站点,118.120754,24.48490506
1160,跨区常规公交线路,莲花新城站点,118.0537496,24.60461899
1161,轨道交通线路,莲花路口[地铁]站点,118.1165209,24.47799967
1162,岛内常规公交线路,莲花路口东站点,118.1186096,24.4841927
1163,跨区常规公交线路,董水站点,118.275663,24.60499705
,,,,
1165,漳州城际公交线路,蒙发利站点,118.1763743,24.46993282
1166,跨区常规公交线路,蓝月湾站点,118.0287836,24.46250787
1167,跨区常规公交线路,蓝湾半岛站点,118.0493353,24.49271132
,,,,
,,,,
1170,跨区常规公交线路,蔡厝口站点,118.2670323,24.66731922
,,,,
1172,轨道交通线路,蔡塘[地铁]站点,118.1165209,24.47799967
1173,岛内常规公交线路,蔡塘学校站点,118.1529527,24.48679284
1174,差异化公交线路,蔡塘广场2站点,118.1515723,24.48819457
1175,岛内常规公交线路,蔡塘广场站点,118.1515723,24.48819457
1176,跨区常规公交线路,蔡店站点,118.1382593,24.63128628
1177,跨区常规公交线路,蔡浦站点,118.2238102,24.62451357
1178,岛内常规公交线路,蔬菜交易市场站点,118.1131802,24.54630368
1179,岛内常规公交线路,薛岭山公园站点,118.1387531,24.50938487
1180,岛内常规公交线路,薛岭新村站点,118.1348599,24.50739363
1181,跨区常规公交线路,薛岭站点,118.1348599,24.50739363
1182,岛内常规公交线路,虎仔山西路站点,118.1669518,24.4974295
1183,岛内常规公交线路,虎园路站点,118.0874801,24.45669136
,,,,
1185,跨区常规公交线路,西井站点,118.0220275,24.63793347
1186,跨区常规公交线路,西亭站点,118.243131,24.64400925
1187,跨区常规公交线路,西园路南站点,117.974626,24.52135203
1188,跨区常规公交线路,西园路口站点,117.974626,24.52135203
1189,岛内常规公交线路,西堤东路站点,118.0719854,24.47888954
1190,岛内常规公交线路,西堤南路站点,118.0712155,24.46949971
,,,,
1192,跨区常规公交线路,西山站点,117.9161071,24.5700927
1193,跨区常规公交线路,西岩跨线桥站点,118.2354953,24.59733726
1194,岛内常规公交线路,西林东路站点,118.1445837,24.47427613
1195,岛内常规公交线路,西林云顶站点,118.1376809,24.48016388
1196,岛内常规公交线路,西林站点,118.1376809,24.48016388
1197,跨区常规公交线路,西柯何厝站点,118.156319,24.66983654
1198,跨区常规公交线路,西柯吕厝站点,118.156319,24.66983654
1199,跨区常规公交线路,西柯枢纽站站点,118.155656,24.64604341
1200,跨区常规公交线路,西柯浦头站点,118.156319,24.66983654
1201,跨区常规公交线路,西柯路口站点,118.1318753,24.66743788
1202,跨区常规公交线路,西柯镇政府站点,118.158285,24.66740621
,,,,
1204,跨区常规公交线路,西洲路口站点,118.1603918,24.6597192
1205,跨区常规公交线路,西洲路站点,118.1603918,24.6597192
1206,岛内常规公交线路,西浦路口站点,118.1194639,24.49966091
1207,跨区常规公交线路,西湖村站点,118.1443371,24.69889254
1208,跨区常规公交线路,西溪花园站点,118.1413754,24.72653633
1209,跨区常规公交线路,西滨公交场站站点,118.0675802,24.4667071
1210,跨区常规公交线路,西滨站点,118.0221669,24.55722109
1211,跨区常规公交线路,西滨路口站点,118.0311556,24.55271602
1212,跨区常规公交线路,西福路站点,118.1490152,24.66948036
1213,岛内常规公交线路,西边社站点,118.1079195,24.43553214
1214,岛内常规公交线路,观日路口站点,118.1744663,24.4885283
1215,漳州城际公交线路,观音宫站点,118.2470271,24.66599921
1216,轨道交通线路,观音山[地铁]站点,118.1165209,24.47799967
1217,岛内常规公交线路,观音山商业街站点,118.1925057,24.49678854
1218,岛内常规公交线路,观音山商务区站点,118.1905693,24.49679933
1219,岛内常规公交线路,观音山广场站点,118.1882886,24.48953837
1220,岛内常规公交线路,观音山梦幻世界站点,118.3016944,24.80783447
1221,定制公交线路,观音山营运中心站点,118.1899721,24.494615
1222,岛内常规公交线路,观音山音乐学校站点,118.188552,24.49240326
,,,,
1224,岛内常规公交线路,角滨路口站点,118.0770043,24.46374175
1225,漳州城际公交线路,角美农贸市场站点,117.9771212,24.46558952
,,,,
1227,跨区常规公交线路,角美奥特莱斯站点,117.9108104,24.53644948
1228,跨区常规公交线路,角美客运站站点,117.9108104,24.53644948
1229,漳州城际公交线路,角美政务服务中心站点,118.0778776,24.45557265
1230,漳州城际公交线路,角美火车站站点,117.9108104,24.53644948
1231,漳州城际公交线路,角美第二中心小学(社头)站点,118.1376117,24.64755347
1232,跨区常规公交线路,角美镇区站点,117.9108104,24.53644948
1233,岛内常规公交线路,警备区站点,118.086486,24.45659061
1234,跨区常规公交线路,许厝站点,118.2997877,24.64710165
1235,跨区常规公交线路,许厝路口站点,118.0084224,24.53113089
1236,定制公交线路,诚毅学院站点,118.0904061,24.59278496
1237,轨道交通线路,诚毅广场[地铁]站点,118.0497186,24.60534133
1238,岛内常规公交线路,谊爱路站点,118.1401176,24.48848604
1239,岛内常规公交线路,象屿五金机电城站点,118.0962145,24.54234109
1240,岛内常规公交线路,象屿保税区(内道)站点,118.0896621,24.51993164
1241,跨区常规公交线路,象屿保税区站点,118.083,24.50918529
1242,岛内常规公交线路,象屿机电展示中心站点,118.0969631,24.54054401
1243,岛内常规公交线路,象屿物流中心站点,118.0930453,24.53587721
1244,岛内常规公交线路,象屿花园站点,118.0926013,24.5185052
1245,跨区常规公交线路,贞庵站点,118.0363293,24.4542707
1246,跨区常规公交线路,财经学院站点,118.095778,24.57397277
1247,岛内常规公交线路,赤坡山站点,118.1706766,24.49192371
1248,跨区常规公交线路,赵厝村站点,118.205283,24.65780893
1249,跨区常规公交线路,路边许站点,118.2463947,24.65412632
1250,跨区常规公交线路,轮机工程学院站点,118.0965509,24.58171539
1251,空港快线,轮渡(空港快线站)站点,118.1442919,24.54706827
1252,差异化公交线路,轮渡公交场站站点,118.0675802,24.4667071
1253,定制公交线路,轮渡站点,118.0803305,24.46310847
1254,岛内常规公交线路,轮渡邮局站点,118.068651,24.45842542
1255,差异化公交线路,软件园一期站点,118.1109813,24.43510612
1256,跨区常规公交线路,软件园三期站点,118.0470277,24.61024675
1257,跨区常规公交线路,软件园三期起步区站点,118.0470277,24.61024675
1258,跨区常规公交线路,软件园三期龙亭站点,118.0470277,24.61024675
1259,跨区常规公交线路,软件园东二门站点,118.1727615,24.49541815
1260,定制公交线路,软件园东门站点,118.1727615,24.49541815
1261,轨道交通线路,软件园二期[地铁]站点,118.1727615,24.49541815
1262,岛内常规公交线路,软件园北一区站点,118.1727615,24.49541815
1263,岛内常规公交线路,软件园北三区站点,118.1727615,24.49541815
1264,岛内常规公交线路,软件园北二区站点,118.1727615,24.49541815
1265,岛内常规公交线路,软件园北五区站点,118.1727615,24.49541815
1266,岛内常规公交线路,软件园北六区站点,118.1727615,24.49541815
1267,岛内常规公交线路,软件园北四区站点,118.1727615,24.49541815
1268,岛内常规公交线路,软件园南三区站点,118.1727615,24.49541815
1269,岛内常规公交线路,软件园南二区站点,118.1727615,24.49541815
1270,岛内常规公交线路,软件园南门站点,118.0929391,24.82760133
1271,岛内常规公交线路,软件园站点,118.1773235,24.48660931
1272,差异化公交线路,软件园西门站点,118.1727615,24.49541815
1273,跨区常规公交线路,软件学院站点,118.1079328,24.43291861
1274,跨区常规公交线路,轻工园外口公寓站点,118.1307817,24.65986041
1275,跨区常规公交线路,轻工食品园公交场站站点,118.1117852,24.65901568
1276,跨区常规公交线路,轻工食品园站点,118.1117852,24.65901568
1277,跨区常规公交线路,达运宿舍站点,118.215522,24.67073218
1278,跨区常规公交线路,过坂村口站点,117.9344554,24.56484529
1279,跨区常规公交线路,过坂站点,117.9344554,24.56484529
1280,跨区常规公交线路,通福路站点,118.1536105,24.66728061
1281,轨道交通线路,邮轮中心[地铁]站点,118.0721807,24.48761474
1282,轮渡线路,邮轮中心厦鼓码头站点,118.0699682,24.48435942
1283,空港快线,邮轮中心码头(空港快线站)站点,118.0704068,24.48587421
1284,差异化公交线路,邮轮中心码头站点,118.0704068,24.48587421
1285,差异化公交线路,邮轮中心站点,118.0704068,24.48587421
1286,差异化公交线路,邮轮母港公交场站站点,118.0260916,24.49530826
1287,跨区常规公交线路,邻里中心站点,118.1975076,24.66674159
1288,跨区常规公交线路,郑坂路口站点,118.2308991,24.64109452
1289,跨区常规公交线路,郭山路口站点,118.2303896,24.72615317
1290,跨区常规公交线路,酱文化园站点,118.1367567,24.65023916
1291,岛内常规公交线路,金丰里站点,118.1428995,24.49356236
1292,跨区常规公交线路,金安大厦站点,118.1441041,24.73266749
1293,岛内常规公交线路,金尚中学站点,118.1465128,24.49382551
1294,岛内常规公交线路,金尚公交场站站点,118.0675802,24.4667071
1295,岛内常规公交线路,金尚小区站点,118.1456446,24.49610136
1296,跨区常规公交线路,金山小区站点,118.1524121,24.50535558
1297,跨区常规公交线路,金山小学站点,118.2446005,24.64724634
1298,跨区常规公交线路,金山洪塘站点,118.1484129,24.49950264
1299,差异化公交线路,金山站点,118.1484129,24.49950264
1300,岛内常规公交线路,金山花园站点,118.1508765,24.50331754
1301,岛内常规公交线路,金枋世家站点,118.1333842,24.51692971
1302,定制公交线路,金林云玺站点,118.1808865,24.51030025
1303,跨区常规公交线路,金林田中央站点,118.1764592,24.51754506
1304,跨区常规公交线路,金林路口站点,118.1747246,24.50755053
1305,岛内常规公交线路,金枫园站点,118.1172703,24.47294454
1306,差异化公交线路,金榜公园站点,118.1052774,24.46756472
1307,差异化公交线路,金榜山庄站点,118.1100979,24.46668449
1308,岛内常规公交线路,金海社区站点,118.1831126,24.52830349
1309,跨区常规公交线路,金湖一里站点,118.1344028,24.51034035
1310,岛内常规公交线路,金湖路站点,118.153821,24.51358723
1311,岛内常规公交线路,金福缘幼儿园站点,118.158166,24.53663895
1312,跨区常规公交线路,金龙空调站点,118.105232,24.51445379
1313,轨道交通线路,钟宅[地铁]站点,118.1332455,24.4949475
1314,岛内常规公交线路,钟宅五里站点,118.1615695,24.52258771
1315,跨区常规公交线路,钟宅村口站点,118.1618427,24.53033713
1316,跨区常规公交线路,钟宅站点,118.1626679,24.52740734
1317,岛内常规公交线路,钟宅红星美凯龙站点,118.160516,24.53505016
1318,跨区常规公交线路,钟宅西三里站点,118.1589401,24.52113461
1319,岛内常规公交线路,钟岭路口站点,118.1569773,24.53307536
1320,跨区常规公交线路,钢宇站点,117.9121611,24.54868486
1321,跨区常规公交线路,铁山二里站点,117.9957916,24.59415218
1322,跨区常规公交线路,铁路货场站点,117.9940947,24.46350334
1323,跨区常规公交线路,银亭社区站点,118.0952034,24.57763396
1324,定制公交线路,银城智谷站点,118.1683958,24.66166626
,,,,
,,,,
1327,跨区常规公交线路,银鹭重工站点,118.2208598,24.7442512
1328,跨区常规公交线路,铺前站点,118.1559023,24.73398829
1329,跨区常规公交线路,锦园东路口站点,118.0331096,24.58954688
1330,跨区常规公交线路,锦园东路站点,118.0331096,24.58954688
1331,跨区常规公交线路,锦园中医院站点,118.0236794,24.58111778
1332,跨区常规公交线路,锦园站点,118.0223529,24.59200304
1333,跨区常规公交线路,锦园西路站点,118.0188765,24.59728796
,,,,
,,,,
1336,跨区常规公交线路,锦里村口站点,117.989994,24.46917079
1337,跨区常规公交线路,锦里站点,117.989994,24.46917079
1338,轨道交通线路,镇海路[地铁]站点,118.0790084,24.45378957
1339,岛内常规公交线路,镇海路口站点,118.0808311,24.45463365
1340,岛内常规公交线路,长乐村站点,118.0980351,24.52355332
1341,岛内常规公交线路,长乐路口站点,118.097884,24.52305023
1342,跨区常规公交线路,长塑实业站点,117.9587802,24.52566033
1343,跨区常规公交线路,长庚医院门诊楼站点,118.0048609,24.53658413
1344,岛内常规公交线路,长歌路口站点,118.0935303,24.525171
1345,岛内常规公交线路,长治路口站点,118.0942547,24.52402489
,,,,
1347,岛内常规公交线路,长浩路口站点,118.0984801,24.52729286
1348,岛内常规公交线路,长虹路口站点,118.0962459,24.52435211
1349,岛内常规公交线路,长虹路站点,118.0962459,24.52435211
1350,岛内常规公交线路,长青路口(内道)站点,118.1172119,24.4924986
1351,岛内常规公交线路,长青路口站点,118.1172119,24.4924986
1352,岛内常规公交线路,长青路站点,118.1172119,24.4924986
1353,跨区常规公交线路,长鸿科技站点,118.0105552,24.47824029
1354,跨区常规公交线路,闽南大厦站点,118.080464,24.46954653
1355,跨区常规公交线路,闽南大戏院站点,118.1831335,24.47463395
1356,跨区常规公交线路,阳光小镇站点,118.1334204,24.61293647
1357,跨区常规公交线路,阳光照明站点,118.1475026,24.530304
1358,岛内常规公交线路,阳台山站点,118.0970839,24.46184691
1359,跨区常规公交线路,阳翟站点,118.1477644,24.70967098
1360,跨区常规公交线路,阳翟路口站点,118.1491211,24.70236167
1361,岛内常规公交线路,阳鸿新城站点,118.0962142,24.46353708
1362,漳州城际公交线路,阿罗海城市广场站点,118.0278124,24.48258279
1363,跨区常规公交线路,陆丰站点,118.1460661,24.72660718
1364,跨区常规公交线路,陈前路站点,118.2015997,24.74242764
